id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,positive,negative,neutral,confident,hesitant,concise,enthusiastic,speech_speed
10,2548,38.04,42.16," as a member of the National Service Team, working towards the welfare of the society","[50992, 382, 257, 4006, 295, 264, 4862, 9561, 7606, 11, 1364, 3030, 264, 17788, 295, 264, 4086, 51198]",0.0,-0.3895196830276894,1.606060606060606,0.574234664440155,0.9148790240287781,0.04174644500017166,0.04337451979517937,0.6277015209197998,0.3805842399597168,0.37542372941970825,0.322267085313797,3.6407766990291286
11,2548,42.16,44.519999999999996, through small yet powerful steps.,"[51198, 807, 1359, 1939, 4005, 4439, 13, 51316]",0.0,-0.3895196830276894,1.606060606060606,0.574234664440155,0.9025515913963318,0.04075012728571892,0.05669821798801422,0.7938618659973145,0.7669214010238647,0.6857373714447021,0.5274127125740051,2.1186440677966107
12,2548,44.519999999999996,48.68," During lockdown, I helped in spreading awareness regarding COVID-19 being a part of an event","[51316, 6842, 17267, 11, 286, 4254, 294, 15232, 8888, 8595, 4566, 12, 3405, 885, 257, 644, 295, 364, 2280, 51524]",0.0,-0.3895196830276894,1.606060606060606,0.574234664440155,0.6834728717803955,0.2202259749174118,0.09630116820335388,0.43983227014541626,0.4729275405406952,0.32343193888664246,0.1398615539073944,3.6057692307692277
13,2548,48.68,50.88, organising committee of my college.,"[51524, 1798, 3436, 7482, 295, 452, 3859, 13, 51634]",0.0,-0.3895196830276894,1.606060606060606,0.574234664440155,0.5565383434295654,0.25598663091659546,0.18747501075267792,0.7491698861122131,0.8012081384658813,0.4088631570339203,0.5078203678131104,2.27272727272727
14,5088,50.88,56.160000000000004, I had an internship in a small steel manufacturing firm related to steel furniture in Varanasi,"[50364, 286, 632, 364, 16861, 294, 257, 1359, 8269, 11096, 6174, 4077, 281, 8269, 15671, 294, 14662, 282, 8483, 50628]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.469044029712677,0.231678768992424,0.29927724599838257,0.7141733169555664,0.6782829165458679,0.6460573673248291,0.28063198924064636,3.03030303030303
15,5088,56.160000000000004,59.52, as a sales associate to get some practical experience.,"[50628, 382, 257, 5763, 14644, 281, 483, 512, 8496, 1752, 13, 50796]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.6022109985351562,0.10999786853790283,0.2877911627292633,0.6013261079788208,0.55830979347229,0.4697556793689728,0.3545381426811218,2.678571428571429
16,5088,59.52,63.96, I also interned in an accounting firm to gain knowledge and learn about the practical applications,"[50796, 286, 611, 2154, 292, 294, 364, 19163, 6174, 281, 6052, 3601, 293, 1466, 466, 264, 8496, 5821, 51018]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.6568632125854492,0.1339615285396576,0.209175243973732,0.685951828956604,0.5090283751487732,0.4782660901546478,0.2676140069961548,3.6036036036036054
17,5088,63.96,65.96000000000001, of accounting in the real world.,"[51018, 295, 19163, 294, 264, 957, 1002, 13, 51118]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.30346089601516724,0.3598608672618866,0.33667829632759094,0.2214369922876358,0.5028413534164429,0.25831085443496704,0.08330900967121124,2.9999999999999893
18,5088,65.96000000000001,70.32000000000001," Apart from my academics, I love to confidently say that I am an excellent guitar player and","[51118, 24111, 490, 452, 25695, 11, 286, 959, 281, 41956, 584, 300, 286, 669, 364, 7103, 7531, 4256, 293, 51336]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.8633576035499573,0.052057065069675446,0.08458524942398071,0.9923624396324158,0.001166695961728692,0.5026803612709045,0.9625694751739502,3.89908256880734
19,5088,70.32000000000001,74.24000000000001," learned the art of fingerstyle guitar, which at the time was not popular at my place and","[51336, 3264, 264, 1523, 295, 5984, 15014, 7531, 11, 597, 412, 264, 565, 390, 406, 3743, 412, 452, 1081, 293, 51532]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.6486823558807373,0.18021637201309204,0.17110130190849304,0.3590813875198364,0.6116886138916016,0.2487698793411255,0.042240023612976074,4.336734693877549
20,5088,74.24000000000001,77.56, hence I had to learn from various sources online myself.,"[51532, 16678, 286, 632, 281, 1466, 490, 3683, 7139, 2950, 2059, 13, 51698]",0.0,-0.251802526671311,1.718543046357616,0.2751580476760864,0.24526722729206085,0.37260743975639343,0.3821253478527069,0.3352402150630951,0.7976281642913818,0.17390982806682587,0.12919075787067413,3.0120481927710907
21,7756,77.56,82.4, I also run a small YouTube channel devoted to my passion for music and that is where,"[50364, 286, 611, 1190, 257, 1359, 3088, 2269, 21815, 281, 452, 5418, 337, 1318, 293, 300, 307, 689, 50606]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.5605312585830688,0.19664792716503143,0.2428208440542221,0.8062232136726379,0.5870383977890015,0.3992598354816437,0.7592782378196716,3.5123966942148734
22,7756,82.4,86.28, I upload my own arrangements as well as covers along with tutorials.,"[50606, 286, 6580, 452, 1065, 22435, 382, 731, 382, 10538, 2051, 365, 17616, 13, 50800]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.6320182085037231,0.1096733808517456,0.2583083212375641,0.7084363102912903,0.3218671381473541,0.18013997375965118,0.4931289553642273,3.092783505154643
23,7756,86.28,90.24000000000001, I have found that the role offered by your company has sparked interest in me as I believe,"[50800, 286, 362, 1352, 300, 264, 3090, 8059, 538, 428, 2237, 575, 39653, 1179, 294, 385, 382, 286, 1697, 50998]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.9838135838508606,0.005411336664110422,0.010775069706141949,0.9850565791130066,0.6013783812522888,0.6935190558433533,0.9955134391784668,4.545454545454536
24,7756,90.24000000000001,92.96000000000001, it would be a challenging and rewarding experience.,"[50998, 309, 576, 312, 257, 7595, 293, 20063, 1752, 13, 51134]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.9924848079681396,0.0029748263768851757,0.004540361929684877,0.06461622565984726,0.25136715173721313,0.04314342886209488,0.8812626600265503,2.9411764705882364
25,7756,92.96000000000001,96.6," Moving towards the end, I would love to know if I am beside you during the next year's","[51134, 14242, 3030, 264, 917, 11, 286, 576, 959, 281, 458, 498, 286, 669, 15726, 291, 1830, 264, 958, 1064, 311, 51316]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.4251190423965454,0.42118149995803833,0.15369945764541626,0.1348450779914856,0.9506874084472656,0.10821212828159332,0.7351046800613403,4.945054945054964
26,7756,96.6,97.6, hours.,"[51316, 2496, 13, 51366]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.2668142318725586,0.4894803762435913,0.2437053918838501,0.3323785960674286,0.8427353501319885,0.10685233771800995,0.1920609325170517,1.0
27,7756,97.6,98.1, Thank you!,"[51366, 1044, 291, 0, 51391]",0.0,-0.2888066793225475,1.5482625482625483,0.14226581156253815,0.9671114683151245,0.0064555006101727486,0.02643299289047718,0.8039578795433044,0.5060332417488098,0.8875598907470703,0.9364938735961914,4.0
