movie_id,image_seq,gaze,blink,eye_offset
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,37,1,0,18.3036
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,38,0,0,27.5174
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,39,1,0,17.5003
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,40,0,1,64.7086
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,41,0,0,44.8437
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,42,0,0,28.1849
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,43,0,0,67.9031
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,44,1,0,16.4049
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,45,1,0,-0.8154
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,46,0,0,33.7013
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,47,0,0,30.271
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,48,0,1,55.3155
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,49,0,0,25.8242
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,50,0,1,75.2217
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,51,0,0,31.2688
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,52,0,0,47.3514
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,53,0,0,35.9288
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,54,1,0,16.5645
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,55,1,0,-3.095
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,56,1,0,22.1379
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,57,1,0,3.6533
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,58,1,0,1.4703
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,59,0,0,49.3177
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,60,0,0,33.8326
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,61,1,0,16.7954
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,62,1,0,12.5918
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,63,1,0,16.4904
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,64,0,1,70.8275
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,65,0,0,29.0569
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,66,1,0,20.4054
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,67,1,0,10.2505
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,68,1,0,9.6536
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,69,0,0,55.4563
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,70,0,1,74.6146
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,71,1,0,17.0654
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,72,1,0,13.3041
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,73,1,0,15.4446
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,74,1,0,8.5872
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,75,0,0,58.001
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,76,1,0,23.2542
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,77,1,0,16.5602
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,78,0,0,38.5976
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,79,0,0,33.8279
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,80,0,0,28.5843
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,81,0,0,36.7127
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,82,1,0,18.6912
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,83,1,0,21.5618
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,84,1,0,11.7426
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,85,1,0,15.6001
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,86,0,0,36.6639
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,87,0,0,25.8654
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,88,1,0,16.0344
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,89,1,0,19.4485
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,90,0,0,37.5533
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,91,0,0,27.9464
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,92,1,0,24.4801
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,93,1,0,12.0732
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,94,0,0,45.9188
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,95,0,0,41.5308
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,96,0,0,91.2347
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,97,1,0,13.8717
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,98,1,0,8.4285
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,99,0,0,29.3754
d0b9170b-98b9-48e1-a1b2-1d661bb0d853,100,1,0,20.4939
